speech_id,speech_url,speech_keyword,speech_duration,speech_date_start,speech_date_end,speech_agenda_item_title,sentence_speaker,sentence_speaker_status,sentence_speaker_party,sentence_speaker_faction,sentence_type,sentence_text,sentence_time_start,sentence_time_end,sentence_duration,sentence_sentiment_score,sentence_sentiment_positive_weight,sentence_sentiment_negative_weight,sentence_sentiment_neutral_weight
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,Tobias Winkler,main-speaker,CSU,CDU/CSU,speech,Sehr geehrte Frau Präsidentin!,1.0,13.94,12.94,negative,0.019231420010328293,0.9692500233650208,0.011518583633005619
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,Tobias Winkler,main-speaker,CSU,CDU/CSU,speech,Sehr geehrte Kolleginnen und Kollegen!,13.94,18.18,4.24,negative,0.008131093345582485,0.9908259510993958,0.0010430129477754235
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,Tobias Winkler,main-speaker,CSU,CDU/CSU,speech,Die Europäische Union ist bedroht.,18.18,20.52,2.34,neutral,3.366683085914701e-05,9.075034176930785e-05,0.999875545501709
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,Tobias Winkler,main-speaker,CSU,CDU/CSU,speech,Sie ist bedroht von innen und von außen.,20.52,23.8,3.280000000000001,neutral,4.791827450389974e-06,8.144273124344181e-06,0.999987006187439
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,Tobias Winkler,main-speaker,CSU,CDU/CSU,speech,Das Arbeitsprogramm der Kommission für das Jahr 2022 gibt darauf viele Antworten.,23.8,29.96,6.16,neutral,3.29661816067528e-06,5.793784566776594e-06,0.9999909400939941
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,Tobias Winkler,main-speaker,CSU,CDU/CSU,speech,"Wenn wir auf die Bedrohung von innen schauen, dann denken wir oft an die Rechtsstaatlichkeit und an die Verletzung derselben in dem einen oder anderen Mitgliedstaat.",29.96,39.56,9.600000000000001,neutral,4.426718078320846e-05,7.814944547135383e-05,0.9998775720596313
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,Tobias Winkler,main-speaker,CSU,CDU/CSU,speech,"Ich begrüße außerordentlich das Urteil des Europäischen Gerichtshofs, der bestätigt hat, dass wir einen Sanktionsmechanismus haben, um diesen Entwicklungen Einhalt zu gebieten.",39.56,49.78,10.219999999999999,neutral,6.012246103637153e-06,9.167404641630128e-06,0.999984860420227
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,Tobias Winkler,main-speaker,CSU,CDU/CSU,speech,"Die Europäische Union ist aber von innen auch bedroht, wenn sie überladen, wenn sie überfrachtet wird, wenn sie von ihren Kompetenzen, die ihr von uns demokratisch zugeteilt wurden, abrückt.",49.78,63.1,13.32,neutral,1.2591364793479443e-05,3.026858212251682e-05,0.9999570846557617
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,Tobias Winkler,main-speaker,CSU,CDU/CSU,speech,"Wenn wir über ein Finanzmarktinstrument, das viele im letzten Jahr noch gar nicht auf dem Schirm hatten, versuchen, die Sozialpolitik, die Nachhaltigkeit in der Europäischen Union zu prägen, dann ist das nicht der Weg, wie wir das Vertrauen der Bürgerinnen und Bürger stärken oder zurückgewinnen.",63.1,83.36,20.259999999999998,neutral,0.0016855965368449688,0.004009101074188948,0.9943053126335144
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,Tobias Winkler,main-speaker,CSU,CDU/CSU,speech,Wir müssen uns in den Institutionen auf unsere Kernbereiche fokussieren.,83.36,89.12,5.760000000000005,neutral,0.00036474247463047504,0.0007886255625635386,0.9988466501235962
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,Tobias Winkler,main-speaker,CSU,CDU/CSU,speech,"Wir müssen in der Europäischen Union das gut machen, für was wir die Europäische Union brauchen.",89.12,95.0,5.8799999999999955,neutral,0.006814089138060808,0.02364901266992092,0.9695369005203247
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,Tobias Winkler,main-speaker,CSU,CDU/CSU,speech,"Die Institutionen müssen ihren Aufgaben gerecht werden und dürfen nicht versuchen, durch die Hintertür ihre Kompetenzen auszuweiten.",95.0,105.48,10.480000000000004,neutral,4.163081484875875e-06,6.854341336293146e-06,0.9999890327453613
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,,,,,comment,(Beifall bei der CDU/CSU),95.0,113.86,18.86,neutral,0.004212656989693642,0.02075139805674553,0.9750359654426575
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,Tobias Winkler,main-speaker,CSU,CDU/CSU,speech,Die Europäische Union ist aber auch von außen bedroht.,105.48,113.86,8.379999999999995,neutral,3.858594936900772e-06,6.978422334213974e-06,0.9999891519546509
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,Tobias Winkler,main-speaker,CSU,CDU/CSU,speech,Wir sind eine Werteunion.,113.86,116.96,3.0999999999999943,positive,0.9908863306045532,0.008792489767074585,0.0003212103620171547
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,Tobias Winkler,main-speaker,CSU,CDU/CSU,speech,Wir sind die Antwort auf Krieg auf diesem Kontinent.,116.96,122.24,5.280000000000001,neutral,0.0019154228502884507,0.005741787608712912,0.9923427700996399
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,Tobias Winkler,main-speaker,CSU,CDU/CSU,speech,"Die längste Friedensperiode, die wir in Europa erleben dürfen, haben wir der Europäischen Union zu verdanken.",122.24,129.68,7.440000000000012,neutral,5.222844265517779e-06,8.629618605482392e-06,0.9999861717224121
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,Tobias Winkler,main-speaker,CSU,CDU/CSU,speech,"Und wir sehen, dass auch dieser Frieden, den wir lange für sicher geglaubt haben, im Osten bedroht ist.",129.68,137.34,7.659999999999997,neutral,2.5501587515464053e-05,7.468248077202588e-05,0.9998998641967773
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,Tobias Winkler,main-speaker,CSU,CDU/CSU,speech,"Angesichts der Tatsache, dass wir in einem Wettbewerb der Systeme stehen mit den autoritären Staaten, die vermeintlich die Oberhand zu gewinnen drohen und auch in der Pandemie ein Narrativ erzählen, dass sie besser auf solche Herausforderungen antworten können, ist es umso wichtiger, dass wir mit Blick auf die Welt auch auf die von Ihnen erwähnten 4,6 Milliarden Impfdosen schauen.",137.34,162.32,24.97999999999999,neutral,6.970434696995653e-06,1.0485388884262647e-05,0.9999825954437256
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,Tobias Winkler,main-speaker,CSU,CDU/CSU,speech,"Das sind nicht, wie Sie vielleicht denken, zehn Impfdosen pro Einwohner der Europäischen Union.",162.32,165.84,3.5200000000000102,neutral,0.00019849160162266344,0.0005857413052581251,0.9992157220840454
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,Tobias Winkler,main-speaker,CSU,CDU/CSU,speech,"Nein, Sie müssen über die Grenzen Europas hinaus denken.",165.84,169.72,3.8799999999999955,neutral,0.0005640648305416107,0.0015141705516725779,0.9979217648506165
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,Tobias Winkler,main-speaker,CSU,CDU/CSU,speech,"Wir haben diesen Impfstoff auch produziert, bestellt und bezahlt für andere Menschen in der Welt.",169.72,175.6,5.8799999999999955,neutral,0.0013215445214882493,0.005341532174497843,0.9933369159698486
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,Tobias Winkler,main-speaker,CSU,CDU/CSU,speech,"Kein Kontinent, keine Region auf der Welt hat so viel Impfstoff auch für Menschen außerhalb der eigenen Region produziert wie wir; und darauf können wir stolz sein, meine Damen und Herren.",175.6,187.68,12.080000000000013,negative,0.015716256573796272,0.8255280256271362,0.15875571966171265
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,,,,,comment,(Beifall bei der CDU/CSU),175.6,194.92,19.319999999999993,neutral,0.004212656989693642,0.02075139805674553,0.9750359654426575
ID201801600,https://de.openparliament.tv/api/v1/media/DE-0200018018,Europäische Union,269,2022-02-18T09:13:26,2022-02-18T09:17:55,Tagesordnungspunkt 19,Bärbel Bas,president,SPD,SPD,speech,"Herr Winkler, gestatten Sie eine Zwischenfrage oder eine Zwischenbemerkung von Herrn Weyel aus der AfD-Fraktion?",187.68,194.92,7.239999999999981,neutral,0.002494455548003316,0.0073057254776358604,0.9901997447013855
