speech_id,speech_url,speech_duration,speech_keyword,speech_date_start,speech_date_end,speech_agenda_item_title,main_speaker,main_speaker_party,main_speaker_faction,speech_negative_duration,speech_negative_percentage,speech_neutral_duration,speech_neutral_percentage,speech_positive_duration,speech_positive_percentage
ID206107500,https://de.openparliament.tv/api/v1/media/DE-0200061092,371,Gesundheit,2022-10-14T15:06:02+02:00,2022-10-14T15:12:13+02:00,Tagesordnungspunkt 31,Hermann Gröhe,CDU,CDU/CSU,0.0,0.0,353.44,0.965472027972028,12.639999999999997,0.034527972027972025
ID205104400,https://de.openparliament.tv/api/v1/media/DE-0200051049,402,Gesundheit,2022-09-08T10:31:48,2022-09-08T10:38:30,Einzelplan 15,Helge Braun,CDU,CDU/CSU,23.359999999999957,0.060082304526748856,358.20000000000005,0.9212962962962964,7.240000000000034,0.01862139917695482
ID207311600,https://de.openparliament.tv/api/v1/media/DE-0200073139,335,Gesundheit,2022-12-01T18:35:43+01:00,2022-12-01T18:41:18+01:00,Tagesordnungspunkt 12,Dietrich Monstadt,CDU,CDU/CSU,19.539999999999992,0.058926417370325654,307.66,0.9278045838359468,4.400000000000016,0.013268998793727428
ID207002100,https://de.openparliament.tv/api/v1/media/DE-0200070025,404,Gesundheit,2022-11-24T10:54:32+01:00,2022-11-24T11:01:16+01:00,Einzelplan 15,Helge Braun,CDU,CDU/CSU,25.30000000000004,0.06512561779242186,351.7399999999999,0.9054262767710047,11.44,0.029448105436573314
ID207003500,https://de.openparliament.tv/api/v1/media/DE-0200070039,219,Gesundheit,2022-11-24T12:05:36+01:00,2022-11-24T12:09:15+01:00,Einzelplan 15,Georg Kippels,CDU,CDU/CSU,18.57999999999999,0.09152709359605907,183.66000000000003,0.904729064039409,0.7599999999999909,0.0037438423645319747
ID207004800,https://de.openparliament.tv/api/v1/media/DE-0200070052,230,Gesundheit,2022-11-24T12:49:55+01:00,2022-11-24T12:53:45+01:00,Einzelplan 15,Tina Rudolph,SPD,SPD,6.599999999999998,0.029644268774703546,204.08,0.9166367229608336,11.960000000000008,0.05371900826446284
ID206107400,https://de.openparliament.tv/api/v1/media/DE-0200061091,333,Gesundheit,2022-10-14T15:00:29+02:00,2022-10-14T15:06:02+02:00,Tagesordnungspunkt 31,Heike Baehrens,SPD,SPD,7.1,0.021525588163958283,304.7,0.9237812272617026,18.03999999999998,0.05469318457433902
ID209801900,https://de.openparliament.tv/api/v1/media/DE-0200098021,225,Gesundheit,2023-04-21T10:20:23+02:00,2023-04-21T10:24:08+02:00,Tagesordnungspunkt 9,Nezahat Baradari,SPD,SPD,20.180000000000007,0.09008928571428575,190.59999999999997,0.850892857142857,13.220000000000027,0.05901785714285727
ID202503200,https://de.openparliament.tv/api/v1/media/DE-0200025036,235,Gesundheit,2022-03-24T10:53:36,2022-03-24T10:57:31,Tagesordnungspunkt 1 Epl 15,Christina Baum,AfD,AfD,0.0,0.0,209.23999999999998,0.94644472589108,11.840000000000027,0.05355527410891996
ID206107700,https://de.openparliament.tv/api/v1/media/DE-0200061094,280,Gesundheit,2022-10-14T15:18:20+02:00,2022-10-14T15:23:00+02:00,Tagesordnungspunkt 31,Marc Jongen,AfD,AfD,4.059999999999974,0.015144732915547498,259.90000000000003,0.9694867203819755,4.12,0.01536854670247687
ID205103400,https://de.openparliament.tv/api/v1/media/DE-0200051039,204,Gesundheit,2022-09-08T09:52:21,2022-09-08T09:55:45,Einzelplan 15,Martin Sichert,AfD,AfD,3.3999999999999915,0.016966067864271413,195.52,0.9756487025948104,1.48,0.007385229540918164
ID209108100,https://de.openparliament.tv/api/v1/media/DE-0200091098,251,Gesundheit,2023-03-16T16:52:53+01:00,2023-03-16T16:57:04+01:00,Zusatzpunkt 4,Christina Baum,AfD,AfD,12.879999999999995,0.05426356589147285,221.04000000000002,0.9312436804853388,3.4400000000000004,0.014492753623188406
