speech_id,speech_url,speech_keyword,speech_duration,speech_date_start,speech_date_end,speech_agenda_item_title,sentence_speaker,sentence_speaker_status,sentence_speaker_party,sentence_speaker_faction,sentence_type,sentence_text,sentence_time_start,sentence_time_end,sentence_duration,sentence_sentiment_score,sentence_sentiment_positive_weight,sentence_sentiment_negative_weight,sentence_sentiment_neutral_weight
ID204715800,https://de.openparliament.tv/api/v1/media/DE-0200047198,Covid,204,2022-07-07T23:50:46+02:00,2022-07-07T23:54:10+02:00,Zusatzpunkt 21,Jörn König,main-speaker,AfD,AfD,speech,Sehr geehrte Frau Präsidentin!,1.0,6.6,5.6,negative,0.019231420010328293,0.9692500233650208,0.011518583633005619
ID204715800,https://de.openparliament.tv/api/v1/media/DE-0200047198,Covid,204,2022-07-07T23:50:46+02:00,2022-07-07T23:54:10+02:00,Zusatzpunkt 21,Jörn König,main-speaker,AfD,AfD,speech,Sehr geehrte Kollegen!,6.6,8.68,2.08,negative,0.00915644783526659,0.9896658658981323,0.0011776542523875833
ID204715800,https://de.openparliament.tv/api/v1/media/DE-0200047198,Covid,204,2022-07-07T23:50:46+02:00,2022-07-07T23:54:10+02:00,Zusatzpunkt 21,Jörn König,main-speaker,AfD,AfD,speech,Und vor allem: Liebe Sportler!,8.68,11.48,2.8000000000000007,positive,0.9725985527038574,0.02131718397140503,0.006084206979721785
ID204715800,https://de.openparliament.tv/api/v1/media/DE-0200047198,Covid,204,2022-07-07T23:50:46+02:00,2022-07-07T23:54:10+02:00,Zusatzpunkt 21,,,,,comment,(Marianne Schieder [SPD]: Und Sportlerinnen!),8.68,17.52,8.84,neutral,9.079455594473984e-06,2.1694842871511355e-05,0.9999692440032959
ID204715800,https://de.openparliament.tv/api/v1/media/DE-0200047198,Covid,204,2022-07-07T23:50:46+02:00,2022-07-07T23:54:10+02:00,Zusatzpunkt 21,Jörn König,main-speaker,AfD,AfD,speech,Die Union will Deutschland durch Sport gesünder machen; jedenfalls schreibt sie das im Titel ihres Antrags.,11.48,17.52,6.039999999999999,neutral,0.0003361897834111005,0.001043418888002634,0.9986203908920288
ID204715800,https://de.openparliament.tv/api/v1/media/DE-0200047198,Covid,204,2022-07-07T23:50:46+02:00,2022-07-07T23:54:10+02:00,Zusatzpunkt 21,Jörn König,main-speaker,AfD,AfD,speech,Wie?,17.52,18.0,0.4800000000000004,negative,0.09050702303647995,0.908886730670929,0.0006063143373467028
ID204715800,https://de.openparliament.tv/api/v1/media/DE-0200047198,Covid,204,2022-07-07T23:50:46+02:00,2022-07-07T23:54:10+02:00,Zusatzpunkt 21,Jörn König,main-speaker,AfD,AfD,speech,Es soll ein sogenannter Bewegungsgipfel stattfinden.,18.0,22.04,4.039999999999999,neutral,3.2748846479080385e-06,7.5023076533398125e-06,0.9999892711639404
ID204715800,https://de.openparliament.tv/api/v1/media/DE-0200047198,Covid,204,2022-07-07T23:50:46+02:00,2022-07-07T23:54:10+02:00,Zusatzpunkt 21,Jörn König,main-speaker,AfD,AfD,speech,"Das ist übrigens dieselbe Union, die im Jahr 2020 und im Jahr 2021 ohne jede Datengrundlage Grundrechte eingeschränkt hat.",22.04,31.8,9.760000000000002,neutral,4.772494321514387e-06,1.0209556421614252e-05,0.9999849796295166
ID204715800,https://de.openparliament.tv/api/v1/media/DE-0200047198,Covid,204,2022-07-07T23:50:46+02:00,2022-07-07T23:54:10+02:00,Zusatzpunkt 21,,,,,comment,(Zurufe von der CDU/CSU: Oh!),22.04,35.72,13.68,neutral,0.04560736194252968,0.40276038646698,0.5516322255134583
ID204715800,https://de.openparliament.tv/api/v1/media/DE-0200047198,Covid,204,2022-07-07T23:50:46+02:00,2022-07-07T23:54:10+02:00,Zusatzpunkt 21,Jörn König,main-speaker,AfD,AfD,speech,Sie haben damit auch das Sporttreiben massiv verhindert.,31.8,35.72,3.919999999999998,neutral,4.126558906136779e-06,6.606452188862022e-06,0.9999892711639404
ID204715800,https://de.openparliament.tv/api/v1/media/DE-0200047198,Covid,204,2022-07-07T23:50:46+02:00,2022-07-07T23:54:10+02:00,Zusatzpunkt 21,Jörn König,main-speaker,AfD,AfD,speech,"Der „Frankfurter Rundschau“ zufolge hat der Coronaexpertenrat festgestellt: „Eine Ermächtigung des Gesundheitsministeriums, um von anderen Gesetzen abzuweichen, ist verfassungswidrig“.",35.72,47.04,11.32,neutral,3.503726247799932e-06,5.942104962741723e-06,0.9999905824661255
ID204715800,https://de.openparliament.tv/api/v1/media/DE-0200047198,Covid,204,2022-07-07T23:50:46+02:00,2022-07-07T23:54:10+02:00,Zusatzpunkt 21,Jörn König,main-speaker,AfD,AfD,speech,– Wir als AfD-Fraktion behalten uns den Rechtsweg vor.,47.04,50.04,3.0,neutral,0.0010572036262601614,0.0032061138190329075,0.9957367181777954
ID204715800,https://de.openparliament.tv/api/v1/media/DE-0200047198,Covid,204,2022-07-07T23:50:46+02:00,2022-07-07T23:54:10+02:00,Zusatzpunkt 21,Jörn König,main-speaker,AfD,AfD,speech,"Und es wäre nicht das erste Mal, dass die Regierung Merkel – das ist gerichtsfest – verfassungswidrig gehandelt hat.",50.04,57.04,7.0,neutral,0.0038602135609835386,0.015398458577692509,0.9807413220405579
ID204715800,https://de.openparliament.tv/api/v1/media/DE-0200047198,Covid,204,2022-07-07T23:50:46+02:00,2022-07-07T23:54:10+02:00,Zusatzpunkt 21,Jörn König,main-speaker,AfD,AfD,speech,"Alle, die an der epidemischen Notlage beteiligt waren, müssten vors Gericht.",57.04,63.04,6.0,neutral,3.728840056282934e-06,8.499788236804307e-06,0.9999877214431763
ID204715800,https://de.openparliament.tv/api/v1/media/DE-0200047198,Covid,204,2022-07-07T23:50:46+02:00,2022-07-07T23:54:10+02:00,Zusatzpunkt 21,,,,,comment,(Beifall bei Abgeordneten der AfD),57.04,78.12,21.080000000000005,neutral,0.01426641084253788,0.07082536071538925,0.914908230304718
ID204715800,https://de.openparliament.tv/api/v1/media/DE-0200047198,Covid,204,2022-07-07T23:50:46+02:00,2022-07-07T23:54:10+02:00,Zusatzpunkt 21,Jörn König,main-speaker,AfD,AfD,speech,Schlimmer noch: Die unionsgeführte Regierung hat unter dem Hashtag #besonderehelden in den sozialen Medien mit Videos die Faulheit und das Dickwerden propagiert. „,63.04,78.12,15.080000000000005,negative,0.004167616833001375,0.9447327256202698,0.05109959840774536
