speech_id,speech_url,speech_keyword,speech_duration,speech_date_start,speech_date_end,speech_agenda_item_title,sentence_speaker,sentence_speaker_status,sentence_speaker_party,sentence_speaker_faction,sentence_type,sentence_text,sentence_time_start,sentence_time_end,sentence_duration,sentence_sentiment_score,sentence_sentiment_positive_weight,sentence_sentiment_negative_weight,sentence_sentiment_neutral_weight
ID203907400,https://de.openparliament.tv/api/v1/media/DE-0200039084,Ausländer,252,2022-05-31T14:32:51,2022-05-31T14:37:03,Tagesordnungspunkt EPL 12,Dorothee Martin,main-speaker,SPD,SPD,speech,Sehr geehrter Herr Präsident!,1.0,6.32,5.32,negative,0.008588965982198715,0.9887815117835999,0.002629490802064538
ID203907400,https://de.openparliament.tv/api/v1/media/DE-0200039084,Ausländer,252,2022-05-31T14:32:51,2022-05-31T14:37:03,Tagesordnungspunkt EPL 12,Dorothee Martin,main-speaker,SPD,SPD,speech,Werte Kolleginnen und Kollegen!,6.32,7.88,1.5599999999999996,neutral,2.2579995857086033e-05,5.83256442041602e-05,0.999919056892395
ID203907400,https://de.openparliament.tv/api/v1/media/DE-0200039084,Ausländer,252,2022-05-31T14:32:51,2022-05-31T14:37:03,Tagesordnungspunkt EPL 12,Dorothee Martin,main-speaker,SPD,SPD,speech,Meine Damen und Herren!,7.88,9.28,1.3999999999999995,neutral,0.057334356009960175,0.06691164523363113,0.8757540583610535
ID203907400,https://de.openparliament.tv/api/v1/media/DE-0200039084,Ausländer,252,2022-05-31T14:32:51,2022-05-31T14:37:03,Tagesordnungspunkt EPL 12,Dorothee Martin,main-speaker,SPD,SPD,speech,"Zunächst möchte ich allen Kolleginnen und Kollegen, den Teams und allen, die diesen Etat mitgestaltet haben, ganz herzlich für ihre Arbeit danken.",9.28,16.52,7.24,neutral,0.01705445721745491,0.004702240228652954,0.978243350982666
ID203907400,https://de.openparliament.tv/api/v1/media/DE-0200039084,Ausländer,252,2022-05-31T14:32:51,2022-05-31T14:37:03,Tagesordnungspunkt EPL 12,Dorothee Martin,main-speaker,SPD,SPD,speech,Was haben wir gemeinsam erreicht?,16.52,18.12,1.6000000000000014,neutral,0.04897017031908035,0.19527667760849,0.755753219127655
ID203907400,https://de.openparliament.tv/api/v1/media/DE-0200039084,Ausländer,252,2022-05-31T14:32:51,2022-05-31T14:37:03,Tagesordnungspunkt EPL 12,Dorothee Martin,main-speaker,SPD,SPD,speech,"Wir haben eine wichtige erste Etappe zur Realisierung der Ziele unseres Koalitionsvertrags erreicht, nämlich eine nachhaltige, eine vernetzte, eine innovative und eine bezahlbare Mobilität umzusetzen.",18.12,29.8,11.68,neutral,3.956202363042394e-06,4.994188202545047e-06,0.9999910593032837
ID203907400,https://de.openparliament.tv/api/v1/media/DE-0200039084,Ausländer,252,2022-05-31T14:32:51,2022-05-31T14:37:03,Tagesordnungspunkt EPL 12,Dorothee Martin,main-speaker,SPD,SPD,speech,"Ja, und das auch mit einem 9‑Euro-Ticket, das gerade viele Menschen mit schmalem Geldbeutel wirklich entlastet.",29.8,36.0,6.199999999999999,negative,0.007339315954595804,0.9897962212562561,0.002864524722099304
ID203907400,https://de.openparliament.tv/api/v1/media/DE-0200039084,Ausländer,252,2022-05-31T14:32:51,2022-05-31T14:37:03,Tagesordnungspunkt EPL 12,Dorothee Martin,main-speaker,SPD,SPD,speech,Aber diese haben Sie von der CDU und CSU wirklich aus dem Blick verloren.,36.0,39.96,3.960000000000001,neutral,0.00038193544605746865,0.0010586122516542673,0.9985594153404236
ID203907400,https://de.openparliament.tv/api/v1/media/DE-0200039084,Ausländer,252,2022-05-31T14:32:51,2022-05-31T14:37:03,Tagesordnungspunkt EPL 12,,,,,comment,(Beifall bei der SPD sowie bei Abgeordneten des BÜNDNISSES 90/DIE GRÜNEN und der FDP),36.0,63.0,27.0,neutral,0.0014827860286459327,0.004078169818967581,0.9944390058517456
ID203907400,https://de.openparliament.tv/api/v1/media/DE-0200039084,Ausländer,252,2022-05-31T14:32:51,2022-05-31T14:37:03,Tagesordnungspunkt EPL 12,Dorothee Martin,main-speaker,SPD,SPD,speech,"Wir werden mit einer deutlich höheren Geschwindigkeit für die Dekarbonisierung des Verkehrs sorgen und zugleich angehen, dass Mobilität für alle noch besser zugänglich ist; denn Mobilität ist auch Daseinsvorsorge, und das für die Menschen in der Stadt, aber auch im ländlichen Raum, liebe Kolleginnen und Kollegen.",39.96,63.0,23.04,neutral,7.451822602888569e-05,9.404987213201821e-05,0.9998314380645752
ID203907400,https://de.openparliament.tv/api/v1/media/DE-0200039084,Ausländer,252,2022-05-31T14:32:51,2022-05-31T14:37:03,Tagesordnungspunkt EPL 12,Dorothee Martin,main-speaker,SPD,SPD,speech,Das alles ist ein Prozess.,63.0,64.44,1.4399999999999977,neutral,0.0009473629761487246,0.002602614928036928,0.9964500665664673
ID203907400,https://de.openparliament.tv/api/v1/media/DE-0200039084,Ausländer,252,2022-05-31T14:32:51,2022-05-31T14:37:03,Tagesordnungspunkt EPL 12,Dorothee Martin,main-speaker,SPD,SPD,speech,"Ja, der kann nicht von heute auf morgen umgesetzt werden; das ist, glaube ich, klar.",64.44,68.68,4.240000000000009,negative,0.020208466798067093,0.931676983833313,0.048114608973264694
ID203907400,https://de.openparliament.tv/api/v1/media/DE-0200039084,Ausländer,252,2022-05-31T14:32:51,2022-05-31T14:37:03,Tagesordnungspunkt EPL 12,Dorothee Martin,main-speaker,SPD,SPD,speech,"Aber ich bin davon überzeugt: Wenn wir die Kapazität nicht mehr für unsinnige Projekte wie eine Pkw-Maut für Ausländer verbrauchen,",68.68,76.36,7.679999999999993,neutral,0.0004607235314324498,0.001374279148876667,0.9981650710105896
ID203907400,https://de.openparliament.tv/api/v1/media/DE-0200039084,Ausländer,252,2022-05-31T14:32:51,2022-05-31T14:37:03,Tagesordnungspunkt EPL 12,,,,,comment,(Dr. Jens Zimmermann [SPD]: Ja! Das war doch ein totales Erfolgsmodell! – Florian Oßner [CDU/CSU]: Das machen aber fast alle anderen Länder in Europa!),68.68,87.04,18.36,neutral,0.21424610912799835,0.23904302716255188,0.5467108488082886
ID203907400,https://de.openparliament.tv/api/v1/media/DE-0200039084,Ausländer,252,2022-05-31T14:32:51,2022-05-31T14:37:03,Tagesordnungspunkt EPL 12,Dorothee Martin,main-speaker,SPD,SPD,speech,"dann werden wir auch bei den Zielen im Verkehr deutlich besser vorankommen, während Sie noch in der Vergangenheitsbewältigung feststecken; das haben wir ja heute gehört.",76.36,87.04,10.680000000000007,neutral,0.0019473460270091891,0.005300171207636595,0.9927525520324707
ID203907400,https://de.openparliament.tv/api/v1/media/DE-0200039084,Ausländer,252,2022-05-31T14:32:51,2022-05-31T14:37:03,Tagesordnungspunkt EPL 12,,,,,comment,(Beifall bei der SPD sowie bei Abgeordneten des BÜNDNISSES 90/DIE GRÜNEN und der FDP – Zuruf des Abg. Florian Oßner [CDU/CSU]),76.36,98.92,22.560000000000002,neutral,0.0006980912294238806,0.001855425420217216,0.9974465370178223
ID203907400,https://de.openparliament.tv/api/v1/media/DE-0200039084,Ausländer,252,2022-05-31T14:32:51,2022-05-31T14:37:03,Tagesordnungspunkt EPL 12,Dorothee Martin,main-speaker,SPD,SPD,speech,"Liebe Kolleginnen und Kollegen, die Mittelerhöhungen für Bundeswasserstraßen, für Binnenschifffahrt, für Radverkehr, für die Förderung zur Attraktivitätssteigerung und Barrierefreiheit von Bahnhöfen: Das sind richtig gute und wichtige Entscheidungen.",87.04,98.92,11.879999999999995,neutral,0.011878368444740772,0.008512593805789948,0.9796090722084045
ID203907400,https://de.openparliament.tv/api/v1/media/DE-0200039084,Ausländer,252,2022-05-31T14:32:51,2022-05-31T14:37:03,Tagesordnungspunkt EPL 12,Dorothee Martin,main-speaker,SPD,SPD,speech,Das gilt auch für den kombinierten Verkehr.,98.92,101.4,2.480000000000004,neutral,5.392845196183771e-06,1.0380666935816407e-05,0.9999842643737793
ID203907400,https://de.openparliament.tv/api/v1/media/DE-0200039084,Ausländer,252,2022-05-31T14:32:51,2022-05-31T14:37:03,Tagesordnungspunkt EPL 12,Dorothee Martin,main-speaker,SPD,SPD,speech,"Denn gerade für das Erreichen des verkehrs- und umweltpolitischen Ziels, mehr Güter von der Straße auf die Schiene zu bekommen, spielt der kombinierte Verkehr eine ganz große, eine immer wichtigere Rolle.",101.4,110.92,9.519999999999996,neutral,4.173034540144727e-06,4.896857717540115e-06,0.9999909400939941
ID203907400,https://de.openparliament.tv/api/v1/media/DE-0200039084,Ausländer,252,2022-05-31T14:32:51,2022-05-31T14:37:03,Tagesordnungspunkt EPL 12,Dorothee Martin,main-speaker,SPD,SPD,speech,"Daher begrüßen wir sehr, dass diese in den Haushaltsverhandlungen weiter gestärkt wurde.",110.92,115.84,4.920000000000002,neutral,0.00011738745524780825,0.00021904130699113011,0.9996635913848877
ID203907400,https://de.openparliament.tv/api/v1/media/DE-0200039084,Ausländer,252,2022-05-31T14:32:51,2022-05-31T14:37:03,Tagesordnungspunkt EPL 12,Dorothee Martin,main-speaker,SPD,SPD,speech,"Was uns besonders freut: dass der Fußverkehr als die grundlegendste aller Verkehrsarten jetzt erstmals mit einem eigenen Haushaltstitel gefördert wird und damit die Beachtung bekommt, die er verdient.",115.84,129.84,14.0,neutral,7.235803423100151e-06,7.587751497339923e-06,0.9999852180480957
ID203907400,https://de.openparliament.tv/api/v1/media/DE-0200039084,Ausländer,252,2022-05-31T14:32:51,2022-05-31T14:37:03,Tagesordnungspunkt EPL 12,,,,,comment,(Zuruf des Abg. Michael Donth [CDU/CSU]),115.84,137.32,21.47999999999999,neutral,0.0075572882778942585,0.023698700591921806,0.9687439799308777
