speech_id,speech_url,speech_keyword,speech_duration,speech_date_start,speech_date_end,speech_agenda_item_title,sentence_speaker,sentence_speaker_status,sentence_speaker_party,sentence_speaker_faction,sentence_type,sentence_text,sentence_time_start,sentence_time_end,sentence_duration,sentence_sentiment_score,sentence_sentiment_positive_weight,sentence_sentiment_negative_weight,sentence_sentiment_neutral_weight
ID208809100,https://de.openparliament.tv/api/v1/media/DE-0200088110,Budget,221,2023-03-02T17:49:48+01:00,2023-03-02T17:53:29+01:00,Tagesordnungspunkt 11,Takis Mehmet Ali,main-speaker,SPD,SPD,speech,Sehr geehrte Frau Präsidentin!,1.0,2.48,1.48,negative,0.019231420010328293,0.9692500233650208,0.011518583633005619
ID208809100,https://de.openparliament.tv/api/v1/media/DE-0200088110,Budget,221,2023-03-02T17:49:48+01:00,2023-03-02T17:53:29+01:00,Tagesordnungspunkt 11,Takis Mehmet Ali,main-speaker,SPD,SPD,speech,Sehr geehrte Damen und Herren!,2.48,10.52,8.04,negative,0.004207466263324022,0.9950461387634277,0.0007464670925401151
ID208809100,https://de.openparliament.tv/api/v1/media/DE-0200088110,Budget,221,2023-03-02T17:49:48+01:00,2023-03-02T17:53:29+01:00,Tagesordnungspunkt 11,Takis Mehmet Ali,main-speaker,SPD,SPD,speech,"An erster Stelle möchte ich gerne einen riesengroßen Dank an den Minister für den sehr
                    gelungenen Gesetzentwurf aussprechen.",10.52,18.36,7.84,positive,0.9572407603263855,0.008009975776076317,0.03474929928779602
ID208809100,https://de.openparliament.tv/api/v1/media/DE-0200088110,Budget,221,2023-03-02T17:49:48+01:00,2023-03-02T17:53:29+01:00,Tagesordnungspunkt 11,Takis Mehmet Ali,main-speaker,SPD,SPD,speech,"Trotz Pandemie, Krieg und Inflation halten wir an dem Koalitionsvertrag fest.",18.36,24.88,6.52,neutral,3.927048601326533e-05,9.285830310545862e-05,0.9998677968978882
ID208809100,https://de.openparliament.tv/api/v1/media/DE-0200088110,Budget,221,2023-03-02T17:49:48+01:00,2023-03-02T17:53:29+01:00,Tagesordnungspunkt 11,,,,,comment,"(Stephan Brandner [AfD]: Das ist wahre Liebe, oder? – Gegenruf der Abg. Gabriele Katzmarek [SPD]: Jetzt ist gut da!)",18.36,29.76,11.400000000000002,positive,0.7738161087036133,0.09549573063850403,0.1306881159543991
ID208809100,https://de.openparliament.tv/api/v1/media/DE-0200088110,Budget,221,2023-03-02T17:49:48+01:00,2023-03-02T17:53:29+01:00,Tagesordnungspunkt 11,Takis Mehmet Ali,main-speaker,SPD,SPD,speech,Wir halten auch an den Zielen für mehr Inklusion in der Gesellschaft fest.,24.88,29.76,4.880000000000003,neutral,5.4761880164733157e-05,0.00010929499694611877,0.9998359680175781
ID208809100,https://de.openparliament.tv/api/v1/media/DE-0200088110,Budget,221,2023-03-02T17:49:48+01:00,2023-03-02T17:53:29+01:00,Tagesordnungspunkt 11,Takis Mehmet Ali,main-speaker,SPD,SPD,speech,"Ich freue mich deshalb, dass wir heute zur ersten Beratung des vorliegenden
                    Gesetzentwurfs zusammentreffen.",29.76,34.56,4.800000000000001,neutral,6.895275419083191e-06,1.4982691936893389e-05,0.9999780654907227
ID208809100,https://de.openparliament.tv/api/v1/media/DE-0200088110,Budget,221,2023-03-02T17:49:48+01:00,2023-03-02T17:53:29+01:00,Tagesordnungspunkt 11,Takis Mehmet Ali,main-speaker,SPD,SPD,speech,"Im Kern erleben wir eines, nämlich dass es weiterhin darum geht, weitere Barrieren abzubauen.",34.56,40.48,5.919999999999995,neutral,4.7924895625328645e-06,1.0257985195494257e-05,0.9999849796295166
ID208809100,https://de.openparliament.tv/api/v1/media/DE-0200088110,Budget,221,2023-03-02T17:49:48+01:00,2023-03-02T17:53:29+01:00,Tagesordnungspunkt 11,Takis Mehmet Ali,main-speaker,SPD,SPD,speech,"Im Januar waren 165 000 Schwerbehinderte immer noch
                    arbeitslos.",40.48,46.2,5.720000000000006,neutral,3.5380774079385446e-06,6.504027169285109e-06,0.9999899864196777
ID208809100,https://de.openparliament.tv/api/v1/media/DE-0200088110,Budget,221,2023-03-02T17:49:48+01:00,2023-03-02T17:53:29+01:00,Tagesordnungspunkt 11,Takis Mehmet Ali,main-speaker,SPD,SPD,speech,Im Vergleich dazu – das wurde schon angedeutet – waren 45 000 Pflichtarbeitsplätze nicht besetzt.,46.2,54.76,8.559999999999995,neutral,5.280286131892353e-05,0.00017183639283757657,0.9997753500938416
ID208809100,https://de.openparliament.tv/api/v1/media/DE-0200088110,Budget,221,2023-03-02T17:49:48+01:00,2023-03-02T17:53:29+01:00,Tagesordnungspunkt 11,Takis Mehmet Ali,main-speaker,SPD,SPD,speech,"Da darf man sich fragen: Warum geschieht das
                    nicht?",54.76,57.88,3.1200000000000045,neutral,0.004351913463324308,0.04902173578739166,0.9466263651847839
ID208809100,https://de.openparliament.tv/api/v1/media/DE-0200088110,Budget,221,2023-03-02T17:49:48+01:00,2023-03-02T17:53:29+01:00,Tagesordnungspunkt 11,Takis Mehmet Ali,main-speaker,SPD,SPD,speech,An den Qualifikationen kann es nicht gelegen haben.,57.88,61.08,3.1999999999999957,neutral,2.968859553220682e-05,8.297558088088408e-05,0.9998873472213745
ID208809100,https://de.openparliament.tv/api/v1/media/DE-0200088110,Budget,221,2023-03-02T17:49:48+01:00,2023-03-02T17:53:29+01:00,Tagesordnungspunkt 11,Takis Mehmet Ali,main-speaker,SPD,SPD,speech,"Die Kollegen vorher und auch der Minister haben es deutlich gesagt: 55 Prozent haben einen Berufs-
                    oder Hochschulabschluss.",61.08,70.38,9.299999999999997,neutral,1.593295564816799e-05,3.930180173483677e-05,0.999944806098938
ID208809100,https://de.openparliament.tv/api/v1/media/DE-0200088110,Budget,221,2023-03-02T17:49:48+01:00,2023-03-02T17:53:29+01:00,Tagesordnungspunkt 11,Takis Mehmet Ali,main-speaker,SPD,SPD,speech,Das muss man sich vergegenwärtigen.,70.38,72.08,1.7000000000000028,negative,0.01813635602593422,0.9757158756256104,0.0061477734707295895
ID208809100,https://de.openparliament.tv/api/v1/media/DE-0200088110,Budget,221,2023-03-02T17:49:48+01:00,2023-03-02T17:53:29+01:00,Tagesordnungspunkt 11,Takis Mehmet Ali,main-speaker,SPD,SPD,speech,"Im Vergleich: Bei den nicht schwerbehinderten Arbeitslosen hatten lediglich 45 Prozent einen
                    Berufs- oder Hochschulabschluss.",72.08,80.44,8.36,neutral,3.7494996831810568e-06,6.048786417522933e-06,0.9999902248382568
ID208809100,https://de.openparliament.tv/api/v1/media/DE-0200088110,Budget,221,2023-03-02T17:49:48+01:00,2023-03-02T17:53:29+01:00,Tagesordnungspunkt 11,Takis Mehmet Ali,main-speaker,SPD,SPD,speech,"Das zeigt, dass Menschen mit Behinderung höchst qualifiziert sind.",80.44,85.72,5.280000000000001,neutral,1.8883425582316704e-05,4.80335766042117e-05,0.999933123588562
ID208809100,https://de.openparliament.tv/api/v1/media/DE-0200088110,Budget,221,2023-03-02T17:49:48+01:00,2023-03-02T17:53:29+01:00,Tagesordnungspunkt 11,Takis Mehmet Ali,main-speaker,SPD,SPD,speech,"Es müsste unser Interesse sein, diese Menschen so schnell
                    wie möglich in den Arbeitsmarkt zu integrieren, auch im Hinblick darauf, dass uns die Fachkräfte nun einmal fehlen.",85.72,91.16,5.439999999999998,neutral,0.0016758968122303486,0.004602167755365372,0.9937219023704529
ID208809100,https://de.openparliament.tv/api/v1/media/DE-0200088110,Budget,221,2023-03-02T17:49:48+01:00,2023-03-02T17:53:29+01:00,Tagesordnungspunkt 11,,,,,comment,"(Beifall bei der SPD, dem BÜNDNIS 90/DIE GRÜNEN und der FDP)",85.72,102.88,17.159999999999997,neutral,0.007401787675917149,0.01881147362291813,0.9737867712974548
ID208809100,https://de.openparliament.tv/api/v1/media/DE-0200088110,Budget,221,2023-03-02T17:49:48+01:00,2023-03-02T17:53:29+01:00,Tagesordnungspunkt 11,Takis Mehmet Ali,main-speaker,SPD,SPD,speech,"Meine sehr geehrten Damen und Herren, deshalb wird es Zeit für die vierte Stufe der Ausgleichsabgabe.",91.16,102.88,11.719999999999999,negative,0.018838388845324516,0.9375210404396057,0.043640654534101486
ID208809100,https://de.openparliament.tv/api/v1/media/DE-0200088110,Budget,221,2023-03-02T17:49:48+01:00,2023-03-02T17:53:29+01:00,Tagesordnungspunkt 11,Takis Mehmet Ali,main-speaker,SPD,SPD,speech,Wir belassen es dabei aber nicht.,102.88,107.08,4.200000000000003,neutral,0.0021655848249793053,0.005860835313796997,0.9919736385345459
