speech_id,speech_url,speech_keyword,speech_duration,speech_date_start,speech_date_end,speech_agenda_item_title,sentence_speaker,sentence_speaker_status,sentence_speaker_party,sentence_speaker_faction,sentence_type,sentence_text,sentence_time_start,sentence_time_end,sentence_duration,sentence_sentiment_score,sentence_sentiment_positive_weight,sentence_sentiment_negative_weight,sentence_sentiment_neutral_weight
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,Sehr geehrter Herr Präsident!,1.0,7.24,6.24,negative,0.008588965982198715,0.9887815117835999,0.002629490802064538
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,Liebe Kolleginnen und Kollegen!,7.24,9.04,1.799999999999999,positive,0.946783721446991,0.03850653022527695,0.014709698036313057
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,"Herr Wissing, schön, dass Sie jetzt bei uns sind.",9.04,11.12,2.08,neutral,0.005133426282554865,0.01559879258275032,0.9792678356170654
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,"Dass der Verkehrsminister im Stau steht, ist natürlich ein bisschen ein Treppenwitz; aber schön, dass Sie es zu uns geschafft haben.",11.12,18.98,7.860000000000001,neutral,0.40609240531921387,0.07582101970911026,0.5180866122245789
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,"In Ihrem Haus, Herr Minister, kommt das D ja vor dem V. Das ist ja nicht nur im Alphabet so, sondern auch in Ihrem Ministerium: BMDV; Sie haben das Haus extra umbenannt.",18.98,31.28,12.3,neutral,0.0003151927376165986,0.0009112244588322937,0.9987735152244568
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,"Ich dachte immer, es hätte eine Bedeutung, dass Sie das umbenannt haben.",31.28,34.8,3.519999999999996,neutral,0.0005388848949223757,0.0017823996022343636,0.9976786971092224
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,"Ich dachte, das D, das Digitale, wird priorisiert.",34.8,39.52,4.720000000000006,neutral,0.0011345884995535016,0.003828905988484621,0.9950364232063293
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,"Ich dachte, das D steht für digitalen Aufbruch.",39.52,43.68,4.159999999999997,neutral,0.000501843576785177,0.0017650008667260408,0.9977331161499023
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,"Wir haben lange gewartet, wie dieser digitale Aufbruch aussehen wird.",43.68,47.8,4.119999999999997,neutral,0.004143068566918373,0.016995564103126526,0.978861391544342
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,"Acht Monate haben wir auf die Digitalstrategie der Bundesregierung gewartet, die große Strategie, die von Ihrem Haus vorgelegt werden sollte.",47.8,56.0,8.200000000000003,neutral,0.0003406648465897888,0.000882098451256752,0.9987772107124329
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,"Sie sollte im Juni schon kommen, aber dann hieß es: Nee, wir müssen sie ein bisschen besser machen.",56.0,60.32,4.32,neutral,0.0005251021939329803,0.002121353754773736,0.9973535537719727
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,– Dann warten wir mal.,60.32,61.76,1.4399999999999977,neutral,0.0034382198937237263,0.015906736254692078,0.9806550741195679
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,,,,,comment,(Stephan Brandner [AfD]: Stand im Stau!),60.32,65.86,5.539999999999999,neutral,0.001766128814779222,0.01058928295969963,0.987644612789154
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,"Jetzt, am letzten Augusttag, wurde sie in Meseberg vorgestellt.",61.76,65.86,4.100000000000001,neutral,3.1506065170106012e-06,6.576147825398948e-06,0.9999902248382568
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,Die Reaktion deutschlandweit: große Enttäuschung.,65.86,70.3,4.439999999999998,negative,0.0024872173089534044,0.9806264042854309,0.016886364668607712
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,"Ich kenne kaum jemanden – eigentlich außer Ihnen niemanden –, der gesagt hat, dass das eine gute Strategie ist. „",70.3,77.74,7.439999999999998,neutral,0.0033362992107868195,0.010290421545505524,0.9863733053207397
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,"Überschaubare Ambitionen“, „die Ministerien denken zu klein“, „Chaos statt Turbo“ – „Richtig begeistern kann das Papier niemanden“.",77.74,89.2,11.460000000000008,neutral,0.004826118238270283,0.06586828827857971,0.9293055534362793
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,,,,,comment,(Detlef Müller [Chemnitz] [SPD]: Kommt auf den Blickwinkel an!),77.74,99.9,22.16000000000001,neutral,0.0025265200529247522,0.007515603676438332,0.989957869052887
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,"Das war so die gängige Kritik, die man nicht nur im Netz, sondern auch in den Medien, von den Verbänden, von Fachleuten, überall gelesen und gehört hat.",89.2,99.9,10.700000000000003,negative,0.003115828149020672,0.9469100832939148,0.04997415840625763
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,"Selbst die grüne Bundestagsfraktion – Ihr Koalitionspartner, mit dem Sie doch gemeinsam den Fortschritt gestalten wollten – hat eine deftige Pressemeldung abgesetzt, dass diese Digitalstrategie nicht gut ist und noch besser werden müsste.",99.9,114.92,15.019999999999996,neutral,0.0014753715367987752,0.006651895120739937,0.9918727278709412
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,"In der Tat, der Digitalstrategie fehlt einiges.",114.92,117.4,2.480000000000004,neutral,1.5510448065469973e-05,3.51666531059891e-05,0.9999493360519409
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,"Es fehlt nicht nur eine klare Vision, wo es denn überhaupt hingehen soll mit der Digitalisierung in Deutschland, sondern es fehlen auch konkrete Maßnahmen, Zeitpläne, verbindliche Ziele – nicht nur Mindestziele –, Kennzahlen und auch ein klarer Plan, wie man welche Ziele erreichen will.",117.4,135.78,18.379999999999995,neutral,0.0054338350892066956,0.010352129116654396,0.9842140674591064
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,"Da ist es kein Wunder, dass aktuell 71 Prozent der Bürgerinnen und Bürger in keinem Bereich mit der Digitalpolitik der Bundesregierung zufrieden sind.",135.78,145.28,9.5,neutral,0.004541311413049698,0.019836312159895897,0.9756223559379578
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,Wir von der Unionsfraktion sind es auch nicht.,145.28,147.84,2.5600000000000023,neutral,0.0002307657414348796,0.0008167713531292975,0.9989523887634277
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,"Der digitale Aufbruch, den man hätte erwarten können, wurde abgeblasen.",147.84,152.76,4.9199999999999875,neutral,0.0013856258010491729,0.004715678747743368,0.9938986301422119
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,,,,,comment,(Beifall bei der CDU/CSU),147.84,166.5,18.659999999999997,neutral,0.004212656989693642,0.02075139805674553,0.9750359654426575
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,Das D sollte ja auch für bessere digitale Koordinierung stehen: endlich ein Digitalminister; darauf haben wir so lange gewartet.,152.76,166.5,13.740000000000009,neutral,0.006289622746407986,0.026528779417276382,0.9671816229820251
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,Stattdessen sind Sie von Monat zu Monat für weniger zuständig.,166.5,172.5,6.0,neutral,3.912314696208341e-06,8.183302270481363e-06,0.9999879598617554
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,"Am Anfang hieß es ja noch: Viele Zuständigkeiten, und alles wird über den Digitalminister koordiniert.",172.5,179.36,6.860000000000014,neutral,6.206450052559376e-06,1.8428412658977322e-05,0.999975323677063
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,Mittlerweile lesen wir in der Aufgabenbeschreibung vor allem von gemeinsamen Zuständigkeiten.,179.36,185.52,6.159999999999997,neutral,2.1521656890399754e-05,3.1230949389282614e-05,0.999947190284729
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,Es gibt ein Nebeneinander statt ein Miteinander.,185.52,189.16,3.6399999999999864,neutral,6.17129699094221e-05,9.982928895624354e-05,0.9998384714126587
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,"Digitale Koordinierung, digitale Schwerpunktsetzung und digitale Priorisierung durch diesen Minister: leider Fehlanzeige.",189.16,198.82,9.659999999999997,negative,0.011804595589637756,0.9865084886550903,0.0016870208783075213
ID204905700,https://de.openparliament.tv/api/v1/media/DE-0200049065,Budget,278,2022-09-06T13:32:39,2022-09-06T13:37:17,Einzelplan 12,Nadine Schön,main-speaker,CDU,CDU/CSU,speech,Das Fatalste – wir sprechen ja heute über den Haushalt –: Auch das Digitalbudget fehlt.,198.82,204.68,5.860000000000014,neutral,0.0024532387033104897,0.011660136282444,0.9858866930007935
